Fold,Accuracy
1,0.956140350877193
2,0.9714912280701754
3,0.9824561403508771
4,0.9539473684210527
5,0.9473684210526315
6,0.9582417582417583
7,0.9604395604395605
8,0.9582417582417583
9,0.9560439560439561
10,0.9692307692307692
