Fold,Accuracy
1,0.9798206278026906
2,0.9798206278026906
3,0.9775784753363229
4,0.9775784753363229
5,0.9730941704035875
6,0.984304932735426
7,0.9955156950672646
8,0.968609865470852
9,0.984304932735426
10,0.9932735426008968
